date,close
2007-02-01,0.005094385
2007-03-01,-0.02613902
2007-04-01,0.04852522
2007-05-01,0.052007442
2007-06-01,-0.016070328000000002
2007-07-01,0.038005504
2007-08-01,-0.063894742
2007-09-01,0.066521287
2007-10-01,0.002475632
2007-11-01,-0.024041665
2007-12-01,-0.01062883
2008-01-01,-0.059491712999999995
2008-02-01,-0.035595773
2008-03-01,0.013213023
2008-04-01,0.020871591999999998
2008-05-01,-0.00143428
2008-06-01,-0.042702328
2008-07-01,-0.057398135
2008-08-01,0.025433807000000003
2008-09-01,-0.069100093
2008-10-01,-0.15418084599999998
2008-11-01,-0.080309949
2008-12-01,0.058127134000000004
2009-01-01,-0.037496447999999995
2009-02-01,-0.16479474300000002
2009-03-01,0.042397187999999995
2009-04-01,0.064512765
2009-05-01,0.05677603
2009-06-01,0.038969204
2009-07-01,-0.047834178
2009-08-01,0.11097163
2009-09-01,0.05759352
2009-10-01,-0.007827874
2009-11-01,0.07739017599999999
2009-12-01,-0.003478498
2010-01-01,-0.022410836
2010-02-01,0.012850318999999999
2010-03-01,0.050855723
2010-04-01,0.01551093
2010-05-01,-0.080054868
2010-06-01,-0.035769399
2010-07-01,0.078133736
2010-08-01,-0.034476195
2010-09-01,0.067414235
2010-10-01,0.023774684
2010-11-01,-0.002383415
2010-12-01,0.039776433
2011-01-01,0.031101532
2011-02-01,0.014329031
2011-03-01,-0.0021388789999999998
2011-04-01,0.032418077999999996
2011-05-01,0.001198984
2011-06-01,-0.002194236
2011-07-01,0.002626051
2011-08-01,-0.06695646
2011-09-01,-0.03640589
2011-10-01,0.025681987000000003
2011-11-01,0.001359161
2011-12-01,0.045912125
2012-01-01,0.052597849
2012-02-01,0.017741846000000002
2012-03-01,0.025919756000000002
2012-04-01,-0.009181033
2012-05-01,-0.053259198
2012-06-01,0.034768257000000004
2012-07-01,-0.00014041799999999998
2012-08-01,0.0350163
2012-09-01,0.024247324
2012-10-01,-0.018273602
2012-11-01,-0.026968932
2012-12-01,0.011859747
2013-01-01,0.028023244
2013-02-01,0.036520977999999996
2013-03-01,0.023491879
2013-04-01,0.037377411
2013-05-01,0.016851552
2013-06-01,-0.000224894
2013-07-01,0.025628287000000003
2013-08-01,-0.042491667999999996
2013-09-01,0.028118227000000003
2013-10-01,0.007576228000000001
2013-11-01,0.032678999
2013-12-01,0.018379701000000002
2014-01-01,0.015901757
2014-02-01,-0.014940513
2014-03-01,0.014771536000000002
2014-04-01,0.007107820999999999
2014-05-01,0.010994522
2014-06-01,0.006544182
2014-07-01,-0.993017009
2014-08-01,144.5183012
2014-09-01,-0.003245918
2014-10-01,0.020395567
2014-11-01,0.025168869
2014-12-01,-0.000286042
2015-01-01,-0.03692956
2015-02-01,0.056382432
2015-03-01,-0.019666107
2015-04-01,0.014750208
2015-05-01,-0.0015301639999999999
2015-06-01,-0.021720378999999998
2015-07-01,0.006379318
2015-08-01,-0.067894606
2015-09-01,-0.025750218
2015-10-01,0.096948254
2015-11-01,0.003193047
2015-12-01,-0.016642328
2016-01-01,-0.055018607000000004
2016-02-01,0.003048603
2016-03-01,0.070753465
2016-04-01,0.0050042129999999995
2016-05-01,0.000765158
2016-06-01,0.008028289000000001
2016-07-01,0.02800888
2016-08-01,-0.001698052
2016-09-01,-0.005037860999999999
2016-10-01,-0.009055988000000001
2016-11-01,0.054083208
2016-12-01,0.033414211
2017-01-01,0.005135964
2017-02-01,0.047729302
2017-03-01,-0.007159263000000001
2017-04-01,0.013420031
2017-05-01,0.0032568090000000003
2017-06-01,0.01622663
2017-07-01,0.025363472999999997
2017-08-01,0.002603798
2017-09-01,0.020821848
2017-10-01,0.04338742599999999
2017-11-01,0.038293773999999996
2017-12-01,0.01840769
2018-01-01,0.057857909000000006
2018-02-01,-0.042838503
2018-03-01,-0.034663499
2018-04-01,6.208199999999999e-05
2018-05-01,0.010458144
2018-06-01,-0.005914219
2018-07-01,0.047125374000000005
2018-08-01,0.021624917
2018-09-01,0.019006501000000002
2018-10-01,-0.05074022
2018-11-01,0.016830012
2018-12-01,-0.08657517099999999
2019-01-01,0.071683602
2019-02-01,0.036652472
2019-03-01,0.000490015
2019-04-01,0.025616447999999997
2019-05-01,-0.066856205
2019-06-01,0.07810595299999999
2019-07-01,
2019-08-01,
2019-09-01,
2019-10-01,0.006778502
2019-11-01,
2019-12-01,
2020-01-01,
2020-02-01,-0.010447310999999999
2020-03-01,-0.216145511
2020-04-01,0.034803753
