has_churned,time_since_first_purchase,time_since_last_purchase
0,-1.0892209707574076,-0.7213215025032842
0,1.1829829695524434,3.634435392111857
0,-0.8461563654152287,-0.4275822612676354
0,0.0869416473150251,-0.5356717011605286
0,-1.166641548755287,-0.6726399990400728
0,0.4933996818038911,-0.7700030059664957
0,-0.3033120801510289,-0.7972316434967666
0,0.2062233517885018,1.1467280541189322
0,0.1301531327091903,1.704502568375389
0,0.3993246771436774,-0.515869055683968
0,-0.1592737955038117,1.173956691649203
0,1.0245408564405043,-0.285663302018951
0,0.1089975096516302,-0.4267571510394453
0,-0.2092370754908152,1.0823694563201105
0,0.5973773185336011,2.560966985236635
0,0.4470373589330681,2.2853801690211664
0,0.9889814049182228,-0.5579496773216593
0,0.802181754516363,1.4181893191934505
0,1.9301815711598824,-0.8533391390136882
0,-0.8119472728115146,-0.7493752502617451
0,0.2039727535908891,-0.4374835840059156
0,0.2854444083444713,-0.3219681520593122
0,0.6005281560102589,0.8232848446684424
0,1.6006939950293733,-0.6635637865299825
0,1.7658879027341503,-0.8475633674163581
0,0.2732911780773623,-0.0373051233337535
0,0.4974507585595941,1.343104288428158
0,0.2093741892651597,-0.7229717229596643
0,0.5442632010699398,-0.4416091351468658
0,-0.0678995086807333,1.336503406602638
0,0.6360876075325407,-0.6000302989593506
0,0.890855323502306,3.0989388540165312
0,0.60953054880071,-0.6313844876305715
0,0.0338275298513638,-0.8401373753626479
0,0.3574635506680799,1.0609165903871696
0,-0.7250741823836617,0.1367931348143417
0,0.6847005286009764,-0.5579496773216593
0,-1.0406080496889718,-0.6289091569460015
0,1.2041385926100034,-0.4539857885697161
0,1.087557605973662,1.8868519288053844
0,0.5753214561969959,-0.8582898003828284
0,0.148608037929615,0.7028187513526988
0,-0.4905618501924113,0.5666755637013448
0,0.0765888956060064,-0.6454113615098019
0,0.257536990694073,-0.0463813358438438
0,0.0774891348850515,-0.119816146152756
0,-0.7250741823836617,0.1367931348143417
0,1.9976995170882652,1.0807192358637303
0,0.1760653359404907,-0.4960664102074074
0,-0.6219967849329969,-0.5926043069056404
0,-0.4239441435430733,0.3150169441033871
0,-1.186896932533802,-0.7097699593086239
0,-1.254414878462185,-0.8335364935371277
0,-1.119378986605419,-0.5860034250801202
0,0.1585106699991111,1.7564845127513604
0,0.655892871671533,0.9313742845613358
0,2.753450391846633,-0.7997069741813366
0,0.5465137992675525,-0.5620752284626094
0,0.663995025182939,1.605489340992586
0,-0.1264150618186653,0.6302090512719766
0,0.6545425127529654,1.010584866467578
0,0.6955033999495177,-0.3962280725964144
0,-0.3051125587091191,-0.648711802422562
0,-0.597690324398779,0.3702993293921188
0,0.8588968290962048,-0.1255919177500862
0,0.2863446476235164,0.0757349779282798
0,2.142638041014528,-0.4300575919522054
0,-0.4401484505658852,0.6590879092586275
0,2.4343155674251427,5.928241826480127
0,0.697303878507608,-0.019152698313573
0,0.3552129524704671,2.1162325722422115
0,1.0650516239975345,-0.813733848060567
0,-1.2166048287422904,-0.7642272343691655
0,0.7108074676932846,0.0369547972033486
0,0.148608037929615,-0.547223244355189
0,1.000684515545809,-0.120641256380946
0,-0.5117174732499713,0.5278953829764136
0,0.9430692016869224,0.5617249023322045
0,0.3871714468765684,-0.5802276534827899
0,0.6167324630330708,-0.350847010045963
0,-0.7543319589526277,0.0254032540086883
0,-0.4617541932629678,0.6194826183055063
0,0.8053325919930209,-0.5595998977780393
0,0.6919024428333373,-0.7188461718187141
0,1.8203523791163796,-0.119816146152756
0,-0.7718866248940073,-0.7188461718187141
0,3.177012972637356,-0.7180210615905241
0,0.4785457336996468,-0.4374835840059156
0,-1.0527612799560808,-0.4638871113079964
0,1.1820827302733985,0.6483614762921571
0,0.5757715758365185,-0.7873303207584862
0,-0.9595865145749122,-0.2930892940726612
0,0.1247516970349196,0.5625500125603946
